169290,1744774432896,ffff569aa905363391213f75cb0adfa1,bgDea,impressum,,enter,,0,
169291,1744774451454,ffff569aa905363391213f75cb0adfa1,v46wA,kontakt,,enter,,0,
169292,1744774487054,ffff569aa905363391213f75cb0adfa1,npYMS,start,,enter,,0,
169293,1744774509630,ffff569aa905363391213f75cb0adfa1,npYMS,datenschutz-bestaetigen,,enter,,0,
169294,1744774524263,ffff569aa905363391213f75cb0adfa1,npYMS,fragebogen,,enter,,0,
169295,1744774573011,ffff569aa905363391213f75cb0adfa1,npYMS,home,,enter,,0,
169296,1744774592262,ffff569aa905363391213f75cb0adfa1,npYMS,profileinstellungen,,enter,,0,
169297,1744774603213,ffff569aa905363391213f75cb0adfa1,npYMS,ueber-textauswahl,,enter,,0,
169298,1744774650321,ffff569aa905363391213f75cb0adfa1,npYMS,dashboard,,enter,,0,
169299,1744774671511,ffff569aa905363391213f75cb0adfa1,npYMS,dashboard-favoriten,,enter,,0,
169300,1744774691391,ffff569aa905363391213f75cb0adfa1,npYMS,dashboard-wochentage,,enter,,0,
169301,1744774696264,ffff569aa905363391213f75cb0adfa1,npYMS,dashboard-zeitangaben,,enter,,0,
169302,1744774710751,ffff569aa905363391213f75cb0adfa1,npYMS,dashboard-angefangen,,enter,,0,
169303,1744774721150,ffff569aa905363391213f75cb0adfa1,npYMS,faq-glossar,,enter,,0,
169304,1744775573421,ffff569aa905363391213f75cb0adfa1,npYMS,projektpartner,,enter,,0,
169305,1744776265843,ffff569aa905363391213f75cb0adfa1,5arhg,datenschutz,,enter,,0,
169306,1744776424787,ffff569aa905363391213f75cb0adfa1,5arhg,home,,enter,,0,
169307,1744776428048,ffff569aa905363391213f75cb0adfa1,5arhg,zu-den-texten,,enter,,0,
169308,1744776459021,ffff569aa905363391213f75cb0adfa1,5arhg,titelblatt_diemarquisevono,,enter,diemarquisevono,0,
169309,1744776460607,ffff569aa905363391213f75cb0adfa1,5arhg,zu-den-texten,,enter,,0,
169310,1744776481646,ffff569aa905363391213f75cb0adfa1,5arhg,titelblatt_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
169311,1744776483507,ffff569aa905363391213f75cb0adfa1,5arhg,warum-lesen-wir_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
169312,1744776513729,ffff569aa905363391213f75cb0adfa1,5arhg,titelblatt_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
169313,1744776517559,ffff569aa905363391213f75cb0adfa1,5arhg,literaturmuseum_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
169314,1744776597366,ffff569aa905363391213f75cb0adfa1,5arhg,titelblatt_lebensansichtendeskatersmurr,,enter,lebensansichtendeskatersmurr,0,
169315,1744776602341,ffff569aa905363391213f75cb0adfa1,5arhg,zu-den-texten,,enter,,0,
169316,1744776667956,ffff569aa905363391213f75cb0adfa1,5arhg,home,,enter,,0,
169317,1744776669515,ffff569aa905363391213f75cb0adfa1,5arhg,fifty-saetze,,enter,,0,
169318,1744776676399,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,,enter,antonreiser,0,
169319,1744776679870,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page83,enter,0.0546,91,antonreiser-153dd;antonreiser-1feef;antonreiser-2b1e2
169320,1744776680163,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page84,enter,0.0552,69,antonreiser-045ef;antonreiser-1f3b4;antonreiser-2b1e2;antonreiser-c1b5f
169321,1744776706168,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,location,set,ort-1,0,
169322,1744776719529,ffff569aa905363391213f75cb0adfa1,5arhg,fifty-saetze,,enter,,0,
169323,1744776725223,ffff569aa905363391213f75cb0adfa1,5arhg,home,,enter,,0,
169324,1744776726632,ffff569aa905363391213f75cb0adfa1,5arhg,datenschutz,,enter,,0,
169325,1744776727502,ffff569aa905363391213f75cb0adfa1,5arhg,projektpartner,,enter,,0,
169326,1744776728324,ffff569aa905363391213f75cb0adfa1,5arhg,faq-glossar,,enter,,0,
169327,1744776734340,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,,enter,antonreiser,0,
169328,1744776734478,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page84,enter,0.0552,69,antonreiser-045ef;antonreiser-1f3b4;antonreiser-2b1e2;antonreiser-c1b5f
169329,1744776741867,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page83,enter,0.0546,91,antonreiser-153dd;antonreiser-1feef;antonreiser-2b1e2
169330,1744776742666,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page84,enter,0.0552,69,antonreiser-045ef;antonreiser-1f3b4;antonreiser-2b1e2;antonreiser-c1b5f
169331,1744776754687,ffff569aa905363391213f75cb0adfa1,5arhg,second-menu,,enter,,0,
169332,1744776770304,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,,enter,antonreiser,0,
169333,1744776770473,ffff569aa905363391213f75cb0adfa1,5arhg,reader_antonreiser,page84,enter,0.0552,69,antonreiser-045ef;antonreiser-1f3b4;antonreiser-2b1e2;antonreiser-c1b5f
169334,1744776774786,ffff569aa905363391213f75cb0adfa1,5arhg,home,,enter,,0,
169335,1744776779477,ffff569aa905363391213f75cb0adfa1,5arhg,gluecksaufschlag-intro,,enter,,0,
169336,1744776792289,ffff569aa905363391213f75cb0adfa1,5arhg,gluecksaufschlag,,enter,,0,
169337,1744776929228,ffff569aa905363391213f75cb0adfa1,5arhg,gluecksaufschlag-intro,,enter,,0,
169338,1744776930962,ffff569aa905363391213f75cb0adfa1,5arhg,home,,enter,,0,
169339,1744776951408,ffff569aa905363391213f75cb0adfa1,umF6S,projektpartner,,enter,,0,
169340,1744776960402,ffff569aa905363391213f75cb0adfa1,umF6S,home,,enter,,0,
169341,1744785298984,30ab2d0fb6fe0ae9ae598cf69f014532,FgMl7,reader_effibriest,,enter,effibriest,0,
169342,1744785298973,30ab2d0fb6fe0ae9ae598cf69f014532,FgMl7,start,,enter,,0,
169343,1744785300120,30ab2d0fb6fe0ae9ae598cf69f014532,FgMl7,reader_effibriest,page268,enter,0.363,115,effibriest-117ec;effibriest-1cf37;effibriest-324a5;effibriest-33dea;effibriest-42573;effibriest-46bc6;effibriest-77e86;effibriest-85d31;effibriest-abd40-2;effibriest-ae2c4;effibriest-af984;effibriest-c6d81;effibriest-d2051;effibriest-ea9ac;effibriest-ec265;effibriest-f18e1;effibriest-f50aa
169344,1744785322677,30ab2d0fb6fe0ae9ae598cf69f014532,FgMl7,reader_effibriest,page269,enter,0.3644,141,effibriest-17ed1;effibriest-2a355;effibriest-47b1c;effibriest-807ae;effibriest-8e6d3;effibriest-a54e5;effibriest-a945e;effibriest-b49fd;effibriest-cdbe2;effibriest-f02b9;effibriest-f18e1
