179130,1757568386401,6dce0758d799431c4b6b97b701c19539,qkLI3,start,,enter,,0,
179131,1757568386413,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_dasjahrderseele,,enter,dasjahrderseele,0,
179132,1757568387333,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_dasjahrderseele,page48,enter,1.0208,19,dasjahrderseele-09bd2;dasjahrderseele-af653;dasjahrderseele-c99c1;dasjahrderseele-cfedc-48;dasjahrderseele-graphic-dcb88
179133,1757568400122,6dce0758d799431c4b6b97b701c19539,qkLI3,home,,enter,,0,
179134,1757568401430,6dce0758d799431c4b6b97b701c19539,qkLI3,zu-den-texten,,enter,,0,
179135,1757568424443,6dce0758d799431c4b6b97b701c19539,qkLI3,titelblatt_lenz,,enter,lenz,0,
179136,1757568426374,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,,enter,lenz,0,
179137,1757568442155,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page1,enter,0.0247,90,lenz-049a7;lenz-06304;lenz-24794;lenz-533b1;lenz-5ab3a;lenz-79ed2;lenz-c9b9d;lenz-cc49f;lenz-f5d9b
179138,1757568448429,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,location,set,ort-7,0,
179139,1757568454195,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page2,enter,0.037,116,lenz-049a7;lenz-45c2a;lenz-6bcb1;lenz-70f52;lenz-b7b14
179140,1757568487665,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page3,enter,0.0494,110,lenz-14000;lenz-21302;lenz-6bcb1
179141,1757568521006,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page4,enter,0.0617,128,lenz-14000
179142,1757568573024,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page41,markierung,4,0,
179143,1757568581617,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page5,enter,0.0741,111,lenz-14000;lenz-1ad51;lenz-238cf;lenz-5af55;lenz-a7e66;lenz-e1b01
179144,1757568583751,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page4,enter,0.0617,128,lenz-14000
179145,1757568587678,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page5,enter,0.0741,111,lenz-14000;lenz-1ad51;lenz-238cf;lenz-5af55;lenz-a7e66;lenz-e1b01
179146,1757568589821,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page4,enter,0.0617,128,lenz-14000
179147,1757568606548,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page41,markierung,4,0,
179148,1757568608067,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page5,enter,0.0741,111,lenz-14000;lenz-1ad51;lenz-238cf;lenz-5af55;lenz-a7e66;lenz-e1b01
179149,1757568626789,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page6,enter,0.0864,108,lenz-11f9b;lenz-428c6;lenz-5af55;lenz-5fde6;lenz-73699;lenz-c5b9f;lenz-c7d0e;lenz-fac9b
179150,1757568634212,6dce0758d799431c4b6b97b701c19539,qkLI3,reader_lenz,page7,enter,0.0988,98,lenz-174af;lenz-428c6;lenz-648d0;lenz-924df;lenz-c7944;lenz-d83fb
