80515,1666130425859,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page101,enter,0.2257,103,dieleidendesjungenwerthers-607eb;dieleidendesjungenwerthers-ab139;dieleidendesjungenwerthers-cbd1d;dieleidendesjungenwerthers-d5996;dieleidendesjungenwerthers-e57bc;dieleidendesjungenwerthers-e6d96;dieleidendesjungenwerthers-e7851;dieleidendesjungenwerthers-ea805
80516,1666130479425,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page102,enter,0.2279,105,dieleidendesjungenwerthers-08106;dieleidendesjungenwerthers-3ea61;dieleidendesjungenwerthers-ea805;dieleidendesjungenwerthers-f2b4a
80517,1666130521312,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page103,enter,0.2301,90,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-311ea;dieleidendesjungenwerthers-bfb7d;dieleidendesjungenwerthers-cdd61;dieleidendesjungenwerthers-f2b4a
80518,1666130582794,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,mindwandering,close,reject,0,
80519,1666130585869,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page104,enter,0.2323,96,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-2f6ac;dieleidendesjungenwerthers-4ca43;dieleidendesjungenwerthers-e189a;dieleidendesjungenwerthers-e3dd9
80520,1666130587101,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page105,enter,0.2345,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80521,1666130587945,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page106,enter,0.2367,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80522,1666130588641,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page107,enter,0.2389,80,dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-ab65d;dieleidendesjungenwerthers-c72a5;dieleidendesjungenwerthers-d1a9a
80523,1666130589437,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page108,enter,0.2412,81,dieleidendesjungenwerthers-1acf7;dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-bd116
80524,1666130590636,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page109,enter,0.2434,85,dieleidendesjungenwerthers-21165;dieleidendesjungenwerthers-5e7bb;dieleidendesjungenwerthers-7b45c;dieleidendesjungenwerthers-7b9fe;dieleidendesjungenwerthers-813bc;dieleidendesjungenwerthers-90783;dieleidendesjungenwerthers-bd116
80525,1666130591534,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page110,enter,0.2456,90,dieleidendesjungenwerthers-07039;dieleidendesjungenwerthers-0cea2;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-61fb8;dieleidendesjungenwerthers-7be71;dieleidendesjungenwerthers-7e72f;dieleidendesjungenwerthers-c3aaf
80526,1666130592413,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page109,enter,0.2434,85,dieleidendesjungenwerthers-21165;dieleidendesjungenwerthers-5e7bb;dieleidendesjungenwerthers-7b45c;dieleidendesjungenwerthers-7b9fe;dieleidendesjungenwerthers-813bc;dieleidendesjungenwerthers-90783;dieleidendesjungenwerthers-bd116
80527,1666130592868,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page108,enter,0.2412,81,dieleidendesjungenwerthers-1acf7;dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-bd116
80528,1666130593311,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page107,enter,0.2389,80,dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-ab65d;dieleidendesjungenwerthers-c72a5;dieleidendesjungenwerthers-d1a9a
80529,1666130593788,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page106,enter,0.2367,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80530,1666130594280,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page105,enter,0.2345,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80531,1666130595242,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page104,enter,0.2323,96,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-2f6ac;dieleidendesjungenwerthers-4ca43;dieleidendesjungenwerthers-e189a;dieleidendesjungenwerthers-e3dd9
80532,1666130620605,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page103,enter,0.2301,90,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-311ea;dieleidendesjungenwerthers-bfb7d;dieleidendesjungenwerthers-cdd61;dieleidendesjungenwerthers-f2b4a
80533,1666130622922,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page104,enter,0.2323,96,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-2f6ac;dieleidendesjungenwerthers-4ca43;dieleidendesjungenwerthers-e189a;dieleidendesjungenwerthers-e3dd9
80534,1666130680959,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page105,enter,0.2345,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80535,1666130682279,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page104,enter,0.2323,96,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-2f6ac;dieleidendesjungenwerthers-4ca43;dieleidendesjungenwerthers-e189a;dieleidendesjungenwerthers-e3dd9
80536,1666130683480,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page105,enter,0.2345,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80537,1666159053299,456c3d8d2e5da1a378158ddb6e8d9f88,6w3Px,start,,enter,,0,
80538,1666159053358,456c3d8d2e5da1a378158ddb6e8d9f88,6w3Px,home,,enter,,0,
80539,1666159061707,456c3d8d2e5da1a378158ddb6e8d9f88,6w3Px,zu-den-texten,,enter,,0,
80540,1666159062740,456c3d8d2e5da1a378158ddb6e8d9f88,6w3Px,titelblatt_antonreiser,,enter,antonreiser,0,
80541,1666161976829,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page106,reenter,0.2323,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80542,1666130735184,0b8fea55d75805553984054f58a248b9,QXoDZ,reader_dieleidendesjungenwerthers,page106,leave,0.2323,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80543,1666161978504,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,mindwandering,close,reject,0,
80544,1666161984766,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page104,enter,0.2323,96,dieleidendesjungenwerthers-16250;dieleidendesjungenwerthers-2f6ac;dieleidendesjungenwerthers-4ca43;dieleidendesjungenwerthers-e189a;dieleidendesjungenwerthers-e3dd9
80545,1666161990656,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page105,enter,0.2345,98,dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-9532d;dieleidendesjungenwerthers-abeff;dieleidendesjungenwerthers-e189a
80546,1666162051847,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,mindwandering,close,reject,0,
80547,1666162055510,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page106,enter,0.2367,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80548,1666162079431,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page1061,markierung,15,0,
80549,1666162116735,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,mindwandering,close,reject,0,
80550,1666162171649,0b8fea55d75805553984054f58a248b9,qnJay,reader_dieleidendesjungenwerthers,page107,leave,0.2345,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80551,1666162179916,0b8fea55d75805553984054f58a248b9,9JQio,start,,enter,,0,
80552,1666162179947,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,,enter,dieleidendesjungenwerthers,0,
80553,1666162183074,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page106,enter,0.2367,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80554,1666162207234,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page107,enter,0.2389,80,dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-ab65d;dieleidendesjungenwerthers-c72a5;dieleidendesjungenwerthers-d1a9a
80555,1666162209073,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,location,set,ort-7,0,
80556,1666162212045,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page106,enter,0.2367,91,dieleidendesjungenwerthers-19712;dieleidendesjungenwerthers-2caf3;dieleidendesjungenwerthers-757e3;dieleidendesjungenwerthers-80c09;dieleidendesjungenwerthers-ab65d
80557,1666162220493,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page107,enter,0.2389,80,dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-ab65d;dieleidendesjungenwerthers-c72a5;dieleidendesjungenwerthers-d1a9a
80558,1666162247173,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page108,enter,0.2412,81,dieleidendesjungenwerthers-1acf7;dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-bd116
80559,1666162287046,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page109,enter,0.2434,85,dieleidendesjungenwerthers-21165;dieleidendesjungenwerthers-5e7bb;dieleidendesjungenwerthers-7b45c;dieleidendesjungenwerthers-7b9fe;dieleidendesjungenwerthers-813bc;dieleidendesjungenwerthers-90783;dieleidendesjungenwerthers-bd116
80560,1666162293924,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page108,enter,0.2412,81,dieleidendesjungenwerthers-1acf7;dieleidendesjungenwerthers-35f87;dieleidendesjungenwerthers-bd116
80561,1666162296809,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page109,enter,0.2434,85,dieleidendesjungenwerthers-21165;dieleidendesjungenwerthers-5e7bb;dieleidendesjungenwerthers-7b45c;dieleidendesjungenwerthers-7b9fe;dieleidendesjungenwerthers-813bc;dieleidendesjungenwerthers-90783;dieleidendesjungenwerthers-bd116
80562,1666162362067,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page1091,markierung,15,0,
80563,1666162363655,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page110,enter,0.2456,90,dieleidendesjungenwerthers-07039;dieleidendesjungenwerthers-0cea2;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-61fb8;dieleidendesjungenwerthers-7be71;dieleidendesjungenwerthers-7e72f;dieleidendesjungenwerthers-c3aaf
80564,1666162404537,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page111,enter,0.2478,102,dieleidendesjungenwerthers-12d27;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-3074d;dieleidendesjungenwerthers-44f56;dieleidendesjungenwerthers-6aef8;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-d6f8e;dieleidendesjungenwerthers-feec4
80565,1666162467118,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,mindwandering,close,reject,0,
80566,1666162471779,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page112,enter,0.25,96,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-41918;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-7aab4;dieleidendesjungenwerthers-8540d;dieleidendesjungenwerthers-b16d9
80567,1666162504430,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page113,enter,0.2522,90,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-ba6e0
80568,1666162543154,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
80569,1666162544904,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page113,enter,0.2522,90,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-ba6e0
80570,1666162545269,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
80571,1666162545576,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page113,enter,0.2522,90,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-ba6e0
80572,1666162546474,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
80573,1666162590679,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page1141,markierung,15,0,
80574,1666162591758,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page113,enter,0.2522,90,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-ba6e0
80575,1666162592184,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page112,enter,0.25,96,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-41918;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-7aab4;dieleidendesjungenwerthers-8540d;dieleidendesjungenwerthers-b16d9
80576,1666162592927,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page111,enter,0.2478,102,dieleidendesjungenwerthers-12d27;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-3074d;dieleidendesjungenwerthers-44f56;dieleidendesjungenwerthers-6aef8;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-d6f8e;dieleidendesjungenwerthers-feec4
80577,1666162593604,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page110,enter,0.2456,90,dieleidendesjungenwerthers-07039;dieleidendesjungenwerthers-0cea2;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-61fb8;dieleidendesjungenwerthers-7be71;dieleidendesjungenwerthers-7e72f;dieleidendesjungenwerthers-c3aaf
80578,1666162594955,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page111,enter,0.2478,102,dieleidendesjungenwerthers-12d27;dieleidendesjungenwerthers-199bd;dieleidendesjungenwerthers-3074d;dieleidendesjungenwerthers-44f56;dieleidendesjungenwerthers-6aef8;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-d6f8e;dieleidendesjungenwerthers-feec4
80579,1666162595501,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page112,enter,0.25,96,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-41918;dieleidendesjungenwerthers-7a54e;dieleidendesjungenwerthers-7aab4;dieleidendesjungenwerthers-8540d;dieleidendesjungenwerthers-b16d9
80580,1666162596108,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page113,enter,0.2522,90,dieleidendesjungenwerthers-03012;dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-ba6e0
80581,1666162596752,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
80582,1666162597600,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page115,enter,0.2566,102,dieleidendesjungenwerthers-00506;dieleidendesjungenwerthers-1760d;dieleidendesjungenwerthers-1b2b8;dieleidendesjungenwerthers-5c512;dieleidendesjungenwerthers-5f6ed;dieleidendesjungenwerthers-689b4;dieleidendesjungenwerthers-c6554;dieleidendesjungenwerthers-cc8c2;dieleidendesjungenwerthers-e9237;dieleidendesjungenwerthers-f338e
80583,1666162598012,0b8fea55d75805553984054f58a248b9,9JQio,reader_dieleidendesjungenwerthers,page114,enter,0.2544,92,dieleidendesjungenwerthers-1384d;dieleidendesjungenwerthers-7135d;dieleidendesjungenwerthers-d8cd4;dieleidendesjungenwerthers-dea0a;dieleidendesjungenwerthers-f792b
